"","Coherent","Incoherent","No_loop","Loop"
"1",1,0,0,1
"2",0.411764705882353,0.588235294117647,0,1
"3",0,1,0,1
"4",0,1,0,1
"5",0,1,0,1
"6",1,0,0,1
"7",0.418032786885246,0.581967213114755,0,1
"8",0.305389221556886,0.694610778443115,0,1
"9",0.305389221556886,0.694610778443115,0,1
"10",0.377245508982036,0.622754491017965,0,1
"11",1,0,0,1
"12",0,0,1,0
"13",0.365079365079365,0.634920634920634,0,1
"14",1,0,0,1
"15",1,0,0,1
"16",0,0,1,0
"17",0.387453874538746,0.612546125461254,0,1
"18",0.83763837638376,0.162361623616236,0,1
"19",0.391959798994975,0.608040201005026,0,1
"20",0.788819875776394,0.211180124223603,0,1
"21",0.429447852760737,0.570552147239264,0,1
"22",0.35,0.649999999999999,0,1
"23",0.242857142857143,0.757142857142855,0,1
"24",0.496551724137932,0.50344827586207,0,1
"25",0.544827586206897,0.455172413793104,0,1
"26",0.72189349112426,0.27810650887574,0,1
"27",0.461783439490446,0.538216560509554,0,1
"28",0.90378006872852,0.0962199312714777,0,1
"29",0.496551724137932,0.50344827586207,0,1
"30",0.516129032258064,0.483870967741935,0,1
"31",0.999999999999999,0,0,1
"32",0.423728813559322,0.576271186440677,0,1
"33",1,0,0,1
"34",0.189189189189189,0.81081081081081,0,1
"35",0.299270072992701,0.700729927007299,0,1
"36",1,0,0,1
"37",0,0,1,0
"38",0,1,0,1
"39",0,1,0,1
"40",0,0,1,0
"41",0,0,1,0
"42",0,1,0,1
"43",0,0,1,0
"44",1,0,0,1
"45",1,0,0,1
"46",0.153846153846154,0.846153846153846,0,1
"47",1,0,0,1
"48",1,0,0,1
"49",1,0,0,1
"50",0.64,0.36,0,1
"51",0.825396825396824,0.174603174603175,0,1
"52",0.206349206349206,0.793650793650793,0,1
"53",0.333333333333333,0.666666666666666,0,1
"54",0.333333333333333,0.666666666666666,0,1
"55",0.333333333333333,0.666666666666666,0,1
"56",0.380952380952381,0.619047619047619,0,1
"57",0.380952380952381,0.619047619047619,0,1
"58",0.365079365079365,0.634920634920634,0,1
"59",0.153846153846154,0.846153846153846,0,1
"60",0.230769230769231,0.769230769230769,0,1
"61",1,0,0,1
"62",0.238095238095238,0.761904761904762,0,1
"63",0.214285714285714,0.785714285714285,0,1
"64",0.362068965517241,0.637931034482759,0,1
"65",0.268292682926829,0.731707317073171,0,1
"66",0.24390243902439,0.75609756097561,0,1
"67",0,1,0,1
"68",0,1,0,1
"69",0.24390243902439,0.75609756097561,0,1
"70",0.487804878048781,0.51219512195122,0,1
"71",0.487804878048781,0.51219512195122,0,1
"72",0.377049180327869,0.622950819672132,0,1
"73",0,0,1,0
"74",0,1,0,1
"75",0,1,0,1
"76",1,0,0,1
"77",1,0,0,1
"78",1,0,0,1
"79",0.268292682926829,0.731707317073171,0,1
"80",0.444444444444445,0.555555555555556,0,1
"81",1,0,0,1
"82",0.777777777777778,0.222222222222222,0,1
"83",0.555555555555556,0.444444444444445,0,1
"84",0.777777777777778,0.222222222222222,0,1
"85",0.5,0.5,0,1
"86",0,0,1,0
"87",0,0,1,0
"88",1,0,0,1
"89",1,0,0,1
"90",1,0,0,1
"91",1,0,0,1
"92",0.275862068965517,0.724137931034483,0,1
"93",0.310344827586207,0.689655172413793,0,1
"94",0.413793103448276,0.586206896551724,0,1
"95",0.448275862068966,0.551724137931035,0,1
"96",0.586206896551724,0.413793103448276,0,1
"97",0.689655172413793,0.310344827586207,0,1
"98",1,0,0,1
"99",0.285714285714286,0.714285714285714,0,1
"100",0.857142857142857,0.142857142857143,0,1
"101",0.2,0.8,0,1
"102",0,1,0,1
"103",0.25,0.75,0,1
"104",0.285714285714286,0.714285714285714,0,1
"105",0.352941176470588,0.647058823529412,0,1
"106",0.264705882352941,0.735294117647059,0,1
"107",0.403225806451613,0.596774193548387,0,1
"108",0.451612903225806,0.548387096774193,0,1
"109",0.387096774193548,0.612903225806451,0,1
"110",0.354838709677419,0.64516129032258,0,1
"111",0,0,1,0
"112",1,0,0,1
"113",0,1,0,1
"114",1,0,0,1
"115",1,0,0,1
"116",1,0,0,1
"117",1,0,0,1
"118",0.463157894736842,0.536842105263158,0,1
"119",0.371428571428571,0.628571428571429,0,1
"120",0.526315789473684,0.473684210526316,0,1
"121",0.4375,0.5625,0,1
"122",0.177777777777778,0.822222222222222,0,1
"123",0.644444444444444,0.355555555555555,0,1
"124",0.266666666666667,0.733333333333333,0,1
"125",0.533333333333333,0.466666666666667,0,1
"126",0.5,0.5,0,1
"127",1,0,0,1
"128",0,1,0,1
"129",1,0,0,1
"130",0,0,1,0
"131",0,0,1,0
"132",0.153846153846154,0.846153846153846,0,1
"133",0.206349206349206,0.793650793650793,0,1
"134",0.825396825396824,0.174603174603175,0,1
"135",1,0,0,1
"136",1,0,0,1
"137",0,1,0,1
"138",0.253968253968254,0.746031746031745,0,1
"139",0.206349206349206,0.793650793650793,0,1
"140",0.206349206349206,0.793650793650793,0,1
"141",0,1,0,1
"142",0.178571428571429,0.821428571428571,0,1
"143",0.0666666666666667,0.933333333333334,0,1
"144",1,0,0,1
"145",1,0,0,1
"146",0,0,1,0
